#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
flgN	flgE	511145.b1070	511145.b1076	0.454	0	0.194	0	0.634	0	0	0.797	0.963
flgN	fliH	511145.b1070	511145.b1940	0.043	0	0.630	0	0.450	0	0	0.851	0.967
flgN	fliC	511145.b1070	511145.b1923	0.099	0	0	0	0.712	0.115	0	0.878	0.968
flgN	flgB	511145.b1070	511145.b1073	0.485	0	0.180	0	0.736	0	0	0.791	0.973
flgN	fliT	511145.b1070	511145.b1926	0	0	0.595	0	0.571	0	0	0.886	0.978
flgN	fliA	511145.b1070	511145.b1922	0	0	0.201	0	0.755	0.526	0	0.806	0.979
flgN	flgD	511145.b1070	511145.b1075	0.479	0	0.411	0	0.744	0	0	0.793	0.981
flgN	fliS	511145.b1070	511145.b1925	0.115	0	0.184	0	0.808	0	0	0.899	0.984
flgN	fliD	511145.b1070	511145.b1924	0.115	0	0.276	0	0.796	0	0	0.902	0.985
flgN	fliJ	511145.b1070	511145.b1942	0	0	0.704	0	0.403	0.622	0	0.932	0.994
flgN	flgA	511145.b1070	511145.b1072	0.705	0	0.729	0	0.746	0	0	0.801	0.995
flgN	flgL	511145.b1070	511145.b1083	0.241	0	0.405	0	0.787	0.697	0	0.891	0.996
flgN	flgK	511145.b1070	511145.b1082	0.292	0	0.390	0	0.827	0.819	0	0.970	0.999
flgN	flgM	511145.b1070	511145.b1071	0.888	0	0.753	0	0.931	0	0	0.903	0.999
flhA	flgN	511145.b1879	511145.b1070	0.056	0	0	0	0.125	0	0	0.902	0.912
flhA	flgM	511145.b1879	511145.b1071	0.159	0	0	0	0.145	0	0	0.893	0.917
flhA	flgA	511145.b1879	511145.b1072	0.159	0	0	0	0.356	0	0	0.745	0.850
flhA	flgB	511145.b1879	511145.b1073	0.159	0	0.722	0	0.409	0.093	0	0.915	0.987
flhA	flgC	511145.b1879	511145.b1074	0.159	0	0.783	0	0.285	0	0	0.901	0.985
flhA	flgD	511145.b1879	511145.b1075	0.159	0	0.603	0	0.310	0	0	0.891	0.971
flhA	flgE	511145.b1879	511145.b1076	0.159	0	0.772	0	0.259	0	0	0.934	0.989
flhA	flgF	511145.b1879	511145.b1077	0.113	0	0.766	0	0.213	0	0	0.881	0.978
flhA	flgG	511145.b1879	511145.b1078	0.159	0	0.783	0	0.344	0.235	0	0.911	0.990
flhA	flgH	511145.b1879	511145.b1079	0.159	0	0.525	0	0.469	0	0	0.918	0.980
flhA	flgI	511145.b1879	511145.b1080	0.159	0	0.709	0	0.557	0.194	0	0.922	0.992
flhA	flgK	511145.b1879	511145.b1082	0.159	0	0.740	0	0.200	0	0	0.903	0.980
flhA	flgL	511145.b1879	511145.b1083	0.111	0	0.632	0	0.139	0.117	0	0.865	0.960
flhA	tar	511145.b1879	511145.b1886	0.382	0	0.200	0	0.152	0.093	0	0.062	0.579
flhA	tap	511145.b1879	511145.b1885	0.444	0	0.211	0	0.139	0.093	0	0.062	0.620
flhA	motA	511145.b1879	511145.b1890	0.465	0	0.582	0	0.098	0	0	0.134	0.802
flhA	fliT	511145.b1879	511145.b1926	0	0	0	0	0.180	0	0	0.774	0.806
flhA	cheZ	511145.b1879	511145.b1881	0.624	0	0	0	0.201	0	0	0.606	0.871
flhA	cheW	511145.b1879	511145.b1887	0.351	0	0.404	0	0.098	0	0	0.797	0.920
flhA	cheR	511145.b1879	511145.b1884	0.505	0	0.341	0	0.147	0	0	0.781	0.931
flhA	cheB	511145.b1879	511145.b1883	0.615	0	0.314	0	0.156	0	0	0.775	0.943
flhA	cheY	511145.b1879	511145.b1882	0.623	0	0.286	0	0.132	0.307	0	0.734	0.949
flhA	cheA	511145.b1879	511145.b1888	0.519	0	0.446	0	0.129	0	0	0.825	0.954
flhA	fliE	511145.b1879	511145.b1937	0.323	0	0.367	0	0.215	0	0	0.910	0.965
flhA	fliK	511145.b1879	511145.b1943	0.326	0	0	0	0.335	0	0	0.936	0.969
flhA	fliD	511145.b1879	511145.b1924	0.159	0	0.486	0	0.240	0.118	0	0.927	0.975
flhA	fliO	511145.b1879	511145.b1947	0.326	0	0	0	0.436	0	0	0.951	0.980
flhA	fliS	511145.b1879	511145.b1925	0.159	0	0.520	0	0.141	0.118	0	0.951	0.982
flhA	fliC	511145.b1879	511145.b1923	0.114	0	0.748	0	0	0.117	0	0.938	0.986
flhA	fliA	511145.b1879	511145.b1922	0.326	0	0.653	0	0.213	0	0	0.955	0.990
flhA	motB	511145.b1879	511145.b1889	0.471	0	0.645	0	0.147	0	0	0.947	0.990
flhA	fliM	511145.b1879	511145.b1945	0.326	0	0.724	0	0.531	0.202	0	0.940	0.995
flhA	fliQ	511145.b1879	511145.b1949	0.326	0	0.784	0	0.357	0	0	0.959	0.995
flhA	fliG	511145.b1879	511145.b1939	0.326	0	0.780	0	0.522	0.111	0	0.957	0.996
flhA	fliN	511145.b1879	511145.b1946	0.326	0	0.782	0	0.419	0.391	0	0.946	0.996
flhA	fliI	511145.b1879	511145.b1941	0.326	0	0.784	0	0.380	0.261	0	0.959	0.996
flhA	fliP	511145.b1879	511145.b1948	0.326	0	0.784	0	0.467	0	0	0.964	0.996
flhA	fliJ	511145.b1879	511145.b1942	0.159	0	0	0	0.337	0.699	0	0.981	0.996
flhA	fliR	511145.b1879	511145.b1950	0.326	0	0.780	0	0.142	0	0	0.987	0.998
flhA	flhB	511145.b1879	511145.b1880	0.888	0.729	0.784	0	0.468	0.454	0	0.995	0.999
flhA	fliF	511145.b1879	511145.b1938	0.326	0	0.772	0	0.671	0.118	0	0.982	0.999
flhA	fliH	511145.b1879	511145.b1940	0.159	0	0.186	0	0.474	0.995	0	0.992	0.999
flhB	flgN	511145.b1880	511145.b1070	0.059	0	0	0	0.300	0	0	0.774	0.838
flhB	flgM	511145.b1880	511145.b1071	0.115	0	0	0	0.296	0	0	0.834	0.887
flhB	flgA	511145.b1880	511145.b1072	0.159	0	0	0	0.551	0	0	0.889	0.954
flhB	flgB	511145.b1880	511145.b1073	0.159	0	0.717	0	0.410	0.093	0	0.921	0.988
flhB	flgC	511145.b1880	511145.b1074	0.159	0	0.782	0	0.463	0.093	0	0.903	0.989
flhB	flgD	511145.b1880	511145.b1075	0.159	0	0.622	0	0.489	0	0	0.967	0.994
flhB	flgE	511145.b1880	511145.b1076	0.159	0	0.775	0	0.314	0	0	0.936	0.990
flhB	flgF	511145.b1880	511145.b1077	0.073	0	0.749	0	0.431	0	0	0.883	0.982
flhB	flgG	511145.b1880	511145.b1078	0.159	0	0.778	0	0.588	0.668	0	0.914	0.997
flhB	flgH	511145.b1880	511145.b1079	0.159	0	0.511	0	0.584	0	0	0.903	0.981
flhB	flgI	511145.b1880	511145.b1080	0.159	0	0.632	0	0.741	0	0	0.906	0.991
flhB	flgK	511145.b1880	511145.b1082	0.159	0	0.686	0	0.317	0	0	0.908	0.981
flhB	flgL	511145.b1880	511145.b1083	0.099	0	0.577	0	0.230	0	0	0.780	0.926
flhB	flhA	511145.b1880	511145.b1879	0.888	0.729	0.784	0	0.468	0.454	0	0.995	0.999
flhB	tar	511145.b1880	511145.b1886	0.375	0	0.295	0	0.360	0	0	0.079	0.706
flhB	fliT	511145.b1880	511145.b1926	0	0	0	0	0.299	0	0	0.604	0.710
flhB	tap	511145.b1880	511145.b1885	0.438	0	0.291	0	0.310	0	0	0.079	0.713
flhB	motA	511145.b1880	511145.b1890	0.470	0	0.511	0	0.313	0	0	0.222	0.843
flhB	cheR	511145.b1880	511145.b1884	0.505	0	0.404	0	0.299	0	0	0.557	0.896
flhB	cheZ	511145.b1880	511145.b1881	0.624	0	0.186	0	0.292	0	0	0.587	0.898
flhB	cheB	511145.b1880	511145.b1883	0.615	0	0.324	0	0.361	0	0	0.512	0.908
flhB	cheY	511145.b1880	511145.b1882	0.623	0	0.291	0	0.388	0	0	0.556	0.917
flhB	cheW	511145.b1880	511145.b1887	0.348	0	0.434	0	0.205	0	0	0.753	0.918
flhB	fliS	511145.b1880	511145.b1925	0.159	0	0.545	0	0.377	0	0	0.867	0.964
flhB	cheA	511145.b1880	511145.b1888	0.519	0	0.509	0	0.228	0	0	0.830	0.965
flhB	fliD	511145.b1880	511145.b1924	0.159	0	0.592	0	0.346	0	0	0.890	0.972
flhB	fliJ	511145.b1880	511145.b1942	0.159	0	0	0	0.558	0	0	0.936	0.974
flhB	fliC	511145.b1880	511145.b1923	0.115	0	0.764	0	0.098	0	0	0.912	0.981
flhB	fliA	511145.b1880	511145.b1922	0.326	0	0.595	0	0.345	0	0	0.914	0.982
flhB	motB	511145.b1880	511145.b1889	0.474	0	0.613	0	0.303	0	0	0.910	0.985
flhB	fliE	511145.b1880	511145.b1937	0.326	0	0.411	0	0.485	0.668	0	0.912	0.992
flhB	fliH	511145.b1880	511145.b1940	0.159	0	0.216	0	0.746	0.201	0	0.961	0.993
flhB	fliO	511145.b1880	511145.b1947	0.326	0	0.157	0	0.568	0	0	0.983	0.995
flhB	fliM	511145.b1880	511145.b1945	0.326	0	0.720	0	0.743	0	0	0.944	0.996
flhB	fliF	511145.b1880	511145.b1938	0.326	0	0.743	0	0.723	0	0	0.945	0.997
flhB	fliN	511145.b1880	511145.b1946	0.326	0	0.781	0	0.692	0	0	0.945	0.997
flhB	fliI	511145.b1880	511145.b1941	0.326	0.002	0.782	0	0.574	0.201	0	0.954	0.997
flhB	fliK	511145.b1880	511145.b1943	0.326	0	0.181	0	0.514	0	0	0.992	0.997
flhB	fliG	511145.b1880	511145.b1939	0.326	0	0.779	0	0.682	0.526	0	0.943	0.998
flhB	fliR	511145.b1880	511145.b1950	0.326	0.816	0.778	0	0.210	0.590	0	0.981	0.999
flhB	fliP	511145.b1880	511145.b1948	0.326	0.002	0.784	0	0.570	0.846	0	0.988	0.999
flhB	fliQ	511145.b1880	511145.b1949	0.326	0	0.782	0	0.449	0.590	0	0.975	0.999
fliA	flgN	511145.b1922	511145.b1070	0	0	0.201	0	0.755	0.526	0	0.806	0.979
fliA	flgM	511145.b1922	511145.b1071	0.159	0	0.225	0	0.782	0.995	0.800	0.993	0.999
fliA	flgA	511145.b1922	511145.b1072	0.159	0	0.277	0	0.808	0	0	0.887	0.985
fliA	flgB	511145.b1922	511145.b1073	0.159	0	0.647	0	0.909	0.093	0	0.912	0.997
fliA	flgC	511145.b1922	511145.b1074	0.159	0	0.645	0	0.901	0.246	0	0.827	0.995
fliA	flgD	511145.b1922	511145.b1075	0.159	0	0.567	0	0.899	0	0	0.796	0.991
fliA	flgE	511145.b1922	511145.b1076	0.159	0	0.661	0	0.848	0	0	0.871	0.993
fliA	flgF	511145.b1922	511145.b1077	0.115	0	0.740	0	0.757	0	0	0.599	0.974
fliA	flgG	511145.b1922	511145.b1078	0.159	0	0.591	0	0.840	0	0	0.794	0.987
fliA	flgH	511145.b1922	511145.b1079	0.159	0	0.478	0	0.748	0	0	0.725	0.965
fliA	flgI	511145.b1922	511145.b1080	0.159	0	0.402	0	0.357	0	0	0.802	0.927
fliA	flgK	511145.b1922	511145.b1082	0.159	0	0.729	0	0.824	0	0	0.868	0.994
fliA	flgL	511145.b1922	511145.b1083	0.115	0	0.723	0	0.789	0	0	0.861	0.991
fliA	flhA	511145.b1922	511145.b1879	0.326	0	0.653	0	0.213	0	0	0.955	0.990
fliA	flhB	511145.b1922	511145.b1880	0.326	0	0.595	0	0.345	0	0	0.914	0.982
fliA	cheZ	511145.b1922	511145.b1881	0.326	0	0.312	0	0.546	0	0	0.632	0.912
fliA	cheY	511145.b1922	511145.b1882	0.326	0	0.258	0	0.583	0.093	0	0.789	0.953
fliA	cheB	511145.b1922	511145.b1883	0.326	0	0.300	0	0.491	0	0	0.653	0.905
fliA	cheR	511145.b1922	511145.b1884	0.159	0	0.316	0	0.463	0	0	0.678	0.887
fliA	tap	511145.b1922	511145.b1885	0.048	0	0.204	0	0.582	0	0	0.113	0.681
fliA	tar	511145.b1922	511145.b1886	0.048	0	0.264	0	0.775	0	0	0.167	0.851
fliA	cheW	511145.b1922	511145.b1887	0.205	0	0.407	0	0.559	0	0	0.861	0.967
fliA	cheA	511145.b1922	511145.b1888	0.384	0	0.346	0	0.716	0	0	0.856	0.981
fliA	motB	511145.b1922	511145.b1889	0.320	0	0.506	0	0.574	0	0	0.907	0.984
fliA	motA	511145.b1922	511145.b1890	0.313	0	0.422	0	0.551	0	0	0.525	0.904
fliA	fliY	511145.b1922	511145.b1920	0.500	0	0	0	0.059	0	0	0.428	0.708
fliA	fliT	511145.b1922	511145.b1926	0.240	0	0.228	0	0.553	0	0	0.731	0.920
fliA	fliJ	511145.b1922	511145.b1942	0.159	0	0.386	0	0.555	0	0	0.753	0.935
fliA	fliR	511145.b1922	511145.b1950	0.326	0	0.701	0	0.085	0	0	0.725	0.942
fliA	fliP	511145.b1922	511145.b1948	0.326	0	0.600	0	0.347	0	0	0.711	0.942
fliA	fliO	511145.b1922	511145.b1947	0.326	0	0.299	0	0.550	0	0	0.800	0.951
fliA	fliH	511145.b1922	511145.b1940	0.159	0	0.483	0	0.693	0	0	0.750	0.962
fliA	fliQ	511145.b1922	511145.b1949	0.326	0	0.614	0	0.329	0	0	0.815	0.963
fliA	fliK	511145.b1922	511145.b1943	0.326	0	0.344	0	0.566	0	0	0.867	0.971
fliA	fliE	511145.b1922	511145.b1937	0.250	0	0.571	0	0.462	0	0	0.866	0.973
fliA	fliN	511145.b1922	511145.b1946	0.326	0	0.699	0	0.754	0	0	0.751	0.985
fliA	fliS	511145.b1922	511145.b1925	0.330	0	0.644	0	0.833	0	0	0.840	0.992
fliA	fliG	511145.b1922	511145.b1939	0.313	0	0.714	0	0.789	0	0	0.843	0.992
fliA	fliF	511145.b1922	511145.b1938	0.311	0	0.696	0	0.720	0	0	0.890	0.992
fliA	fliI	511145.b1922	511145.b1941	0.317	0	0.682	0	0.514	0.583	0	0.930	0.996
fliA	fliD	511145.b1922	511145.b1924	0.356	0	0.599	0	0.845	0	0	0.946	0.997
fliA	fliM	511145.b1922	511145.b1945	0.326	0	0.693	0	0.808	0.197	0	0.955	0.998
fliA	fliC	511145.b1922	511145.b1923	0.454	0.409	0.676	0	0.791	0	0	0.966	0.999
fliC	flgN	511145.b1923	511145.b1070	0.099	0	0	0	0.712	0.115	0	0.878	0.968
fliC	flgM	511145.b1923	511145.b1071	0.099	0	0	0	0.713	0	0	0.921	0.977
fliC	flgA	511145.b1923	511145.b1072	0.099	0	0	0	0.299	0	0	0.790	0.856
fliC	flgB	511145.b1923	511145.b1073	0.227	0	0.754	0	0.645	0.106	0	0.937	0.995
fliC	flgC	511145.b1923	511145.b1074	0.237	0	0.766	0	0.715	0	0	0.865	0.992
fliC	flgD	511145.b1923	511145.b1075	0.211	0	0.623	0	0.662	0.093	0	0.903	0.989
fliC	flgE	511145.b1923	511145.b1076	0.230	0	0.767	0	0.733	0	0	0.957	0.997
fliC	flgF	511145.b1923	511145.b1077	0.325	0	0.732	0	0.363	0	0	0.831	0.978
fliC	flgG	511145.b1923	511145.b1078	0.326	0	0.727	0	0.485	0.093	0	0.910	0.990
fliC	flgH	511145.b1923	511145.b1079	0.326	0	0.459	0	0.216	0	0	0.840	0.948
fliC	flgI	511145.b1923	511145.b1080	0.326	0	0.431	0	0.253	0	0	0.869	0.957
fliC	flgK	511145.b1923	511145.b1082	0.326	0	0.689	0	0.735	0.391	0	0.939	0.997
fliC	flgL	511145.b1923	511145.b1083	0.326	0	0.699	0	0.756	0	0	0.937	0.996
fliC	trg	511145.b1923	511145.b1421	0	0	0.295	0	0.236	0.099	0	0.104	0.507
fliC	flhA	511145.b1923	511145.b1879	0.114	0	0.748	0	0	0.117	0	0.938	0.986
fliC	flhB	511145.b1923	511145.b1880	0.115	0	0.764	0	0.098	0	0	0.912	0.981
fliC	cheZ	511145.b1923	511145.b1881	0	0	0.268	0	0.753	0	0	0.582	0.917
fliC	cheY	511145.b1923	511145.b1882	0.045	0	0.233	0	0.717	0	0	0.782	0.948
fliC	cheB	511145.b1923	511145.b1883	0.089	0	0.293	0	0.550	0	0	0.712	0.905
fliC	cheR	511145.b1923	511145.b1884	0.091	0	0.328	0	0.453	0.116	0	0.661	0.881
fliC	tap	511145.b1923	511145.b1885	0	0	0.321	0	0.754	0.099	0	0.134	0.852
fliC	tar	511145.b1923	511145.b1886	0	0	0.321	0	0.844	0.099	0	0.248	0.919
fliC	cheW	511145.b1923	511145.b1887	0.093	0	0.407	0	0.810	0	0	0.789	0.975
fliC	cheA	511145.b1923	511145.b1888	0.310	0	0.458	0	0.812	0	0	0.866	0.989
fliC	motB	511145.b1923	511145.b1889	0.159	0	0.571	0	0.741	0	0	0.941	0.993
fliC	motA	511145.b1923	511145.b1890	0.115	0	0.454	0	0.457	0	0	0.327	0.799
fliC	sdiA	511145.b1923	511145.b1916	0.171	0	0	0	0	0	0	0.402	0.483
fliC	fliY	511145.b1923	511145.b1920	0.275	0	0	0	0	0	0	0.601	0.699
fliC	fliA	511145.b1923	511145.b1922	0.454	0.409	0.676	0	0.791	0	0	0.966	0.999
fliC	fliO	511145.b1923	511145.b1947	0.089	0	0.192	0	0.125	0	0	0.791	0.847
fliC	fliJ	511145.b1923	511145.b1942	0.071	0	0	0	0.184	0	0	0.843	0.871
fliC	fliH	511145.b1923	511145.b1940	0.099	0	0.223	0	0.316	0	0	0.830	0.908
fliC	fliE	511145.b1923	511145.b1937	0.137	0	0.534	0	0.076	0	0	0.789	0.911
fliC	fliT	511145.b1923	511145.b1926	0.409	0	0.236	0	0.409	0	0	0.738	0.920
fliC	fliK	511145.b1923	511145.b1943	0.099	0	0.299	0	0.193	0	0	0.909	0.947
fliC	fliP	511145.b1923	511145.b1948	0.159	0	0.751	0	0	0	0	0.862	0.968
fliC	fliR	511145.b1923	511145.b1950	0.115	0	0.766	0	0	0	0	0.862	0.968
fliC	fliQ	511145.b1923	511145.b1949	0.115	0	0.755	0	0.097	0	0	0.892	0.976
fliC	fliN	511145.b1923	511145.b1946	0.115	0	0.760	0	0.244	0	0	0.905	0.982
fliC	fliF	511145.b1923	511145.b1938	0.159	0	0.694	0	0.186	0	0	0.937	0.985
fliC	fliI	511145.b1923	511145.b1941	0.159	0	0.758	0	0.111	0	0	0.937	0.987
fliC	fliG	511145.b1923	511145.b1939	0.159	0	0.780	0	0.205	0	0	0.935	0.989
fliC	fliM	511145.b1923	511145.b1945	0.116	0	0.743	0	0.298	0	0	0.949	0.990
fliC	fliS	511145.b1923	511145.b1925	0.583	0	0.732	0	0.739	0.995	0	0.991	0.999
fliC	fliD	511145.b1923	511145.b1924	0.608	0	0.767	0	0.845	0	0	0.967	0.999
fliD	flgN	511145.b1924	511145.b1070	0.115	0	0.276	0	0.796	0	0	0.902	0.985
fliD	flgM	511145.b1924	511145.b1071	0.159	0	0.188	0	0.814	0	0	0.936	0.990
fliD	flgA	511145.b1924	511145.b1072	0.115	0	0.311	0	0.738	0	0	0.792	0.962
fliD	flgB	511145.b1924	511145.b1073	0.159	0	0.729	0	0.778	0	0	0.945	0.996
fliD	flgC	511145.b1924	511145.b1074	0.176	0	0.550	0	0.805	0	0	0.861	0.988
fliD	flgD	511145.b1924	511145.b1075	0.159	0	0.711	0	0.794	0	0	0.909	0.994
fliD	flgE	511145.b1924	511145.b1076	0.188	0	0.732	0	0.796	0	0	0.953	0.997
fliD	flgF	511145.b1924	511145.b1077	0.252	0	0.713	0	0.721	0	0	0.911	0.994
fliD	flgG	511145.b1924	511145.b1078	0.275	0	0.553	0	0.818	0	0	0.908	0.993
fliD	flgH	511145.b1924	511145.b1079	0.317	0	0.678	0	0.662	0	0	0.865	0.988
fliD	flgI	511145.b1924	511145.b1080	0.316	0	0.469	0	0.492	0.668	0	0.887	0.991
fliD	flgK	511145.b1924	511145.b1082	0.326	0	0.585	0	0.847	0	0	0.952	0.997
fliD	flgL	511145.b1924	511145.b1083	0.326	0	0.648	0	0.845	0.563	0	0.954	0.999
fliD	trg	511145.b1924	511145.b1421	0	0	0.283	0	0.361	0	0	0.098	0.550
fliD	flhA	511145.b1924	511145.b1879	0.159	0	0.486	0	0.240	0.118	0	0.927	0.975
fliD	flhB	511145.b1924	511145.b1880	0.159	0	0.592	0	0.346	0	0	0.890	0.972
fliD	cheZ	511145.b1924	511145.b1881	0.088	0	0.615	0	0.802	0	0	0.445	0.956
fliD	cheY	511145.b1924	511145.b1882	0.065	0	0.323	0	0.845	0	0	0.527	0.947
fliD	cheB	511145.b1924	511145.b1883	0.115	0	0.262	0	0.732	0	0	0.515	0.903
fliD	cheR	511145.b1924	511145.b1884	0.115	0	0.324	0	0.740	0	0	0.621	0.933
fliD	tap	511145.b1924	511145.b1885	0	0	0.314	0	0.840	0	0	0.098	0.892
fliD	tar	511145.b1924	511145.b1886	0	0	0.392	0	0.853	0	0	0.098	0.912
fliD	cheW	511145.b1924	511145.b1887	0.115	0	0.341	0	0.824	0	0	0.595	0.953
fliD	cheA	511145.b1924	511145.b1888	0.382	0	0.385	0	0.854	0	0	0.812	0.988
fliD	motB	511145.b1924	511145.b1889	0.159	0	0.548	0	0.759	0	0	0.910	0.990
fliD	motA	511145.b1924	511145.b1890	0.175	0	0.490	0	0.730	0	0	0.248	0.903
fliD	fliY	511145.b1924	511145.b1920	0.196	0	0	0	0	0	0	0.424	0.517
fliD	fliA	511145.b1924	511145.b1922	0.356	0	0.599	0	0.845	0	0	0.946	0.997
fliD	fliC	511145.b1924	511145.b1923	0.608	0	0.767	0	0.845	0	0	0.967	0.999
fliD	fliP	511145.b1924	511145.b1948	0.159	0	0.513	0	0.207	0.093	0	0.774	0.921
fliD	fliQ	511145.b1924	511145.b1949	0.159	0	0.550	0	0.231	0	0	0.833	0.945
fliD	fliO	511145.b1924	511145.b1947	0.159	0	0.330	0	0.418	0	0	0.862	0.948
fliD	fliR	511145.b1924	511145.b1950	0.159	0	0.713	0	0.098	0	0	0.861	0.965
fliD	fliN	511145.b1924	511145.b1946	0.159	0	0.586	0	0.553	0	0	0.815	0.967
fliD	fliE	511145.b1924	511145.b1937	0.257	0	0.594	0	0.296	0	0	0.890	0.973
fliD	fliJ	511145.b1924	511145.b1942	0.159	0	0.387	0	0.526	0	0	0.910	0.975
fliD	fliI	511145.b1924	511145.b1941	0.246	0	0.603	0	0.377	0	0	0.911	0.981
fliD	fliH	511145.b1924	511145.b1940	0.159	0	0.494	0	0.753	0	0	0.909	0.989
fliD	fliF	511145.b1924	511145.b1938	0.240	0	0.625	0	0.676	0	0	0.914	0.991
fliD	fliK	511145.b1924	511145.b1943	0.207	0	0.724	0	0.550	0	0	0.935	0.992
fliD	fliG	511145.b1924	511145.b1939	0.245	0	0.741	0	0.780	0	0	0.862	0.993
fliD	fliM	511145.b1924	511145.b1945	0.159	0	0.727	0	0.802	0	0	0.910	0.995
fliD	fliT	511145.b1924	511145.b1926	0.772	0	0.679	0	0.800	0.777	0	0.963	0.999
fliD	fliS	511145.b1924	511145.b1925	0.832	0.157	0.743	0	0.989	0.595	0	0.958	0.999
fliE	flgN	511145.b1937	511145.b1070	0	0	0.404	0	0.243	0	0	0.596	0.802
fliE	flgM	511145.b1937	511145.b1071	0.068	0	0.471	0	0.271	0	0	0.814	0.924
fliE	flgA	511145.b1937	511145.b1072	0.159	0	0.690	0	0.577	0	0	0.891	0.986
fliE	flgB	511145.b1937	511145.b1073	0.159	0	0.691	0	0.477	0.140	0	0.970	0.996
fliE	flgC	511145.b1937	511145.b1074	0.159	0	0.455	0	0.840	0	0	0.939	0.994
fliE	flgD	511145.b1937	511145.b1075	0.159	0	0.682	0	0.519	0	0	0.861	0.979
fliE	flgE	511145.b1937	511145.b1076	0.159	0	0.527	0	0.335	0	0	0.863	0.958
fliE	flgF	511145.b1937	511145.b1077	0.086	0	0.667	0	0.240	0	0	0.910	0.976
fliE	flgG	511145.b1937	511145.b1078	0.159	0	0.388	0	0.578	0.093	0	0.929	0.983
fliE	flgH	511145.b1937	511145.b1079	0.159	0	0.593	0	0.353	0	0	0.909	0.977
fliE	flgI	511145.b1937	511145.b1080	0.159	0	0.393	0	0.215	0	0	0.887	0.949
fliE	flgK	511145.b1937	511145.b1082	0.159	0	0.690	0	0.312	0.093	0	0.846	0.970
fliE	flgL	511145.b1937	511145.b1083	0.099	0	0.711	0	0.210	0	0	0.859	0.967
fliE	flhA	511145.b1937	511145.b1879	0.323	0	0.367	0	0.215	0	0	0.910	0.965
fliE	flhB	511145.b1937	511145.b1880	0.326	0	0.411	0	0.485	0.668	0	0.912	0.992
fliE	cheZ	511145.b1937	511145.b1881	0.178	0	0.639	0	0.181	0.668	0	0.450	0.947
fliE	cheY	511145.b1937	511145.b1882	0.177	0	0.203	0	0.282	0	0	0.295	0.623
fliE	cheB	511145.b1937	511145.b1883	0.159	0	0.244	0	0.201	0	0	0.404	0.657
fliE	cheR	511145.b1937	511145.b1884	0.139	0	0.289	0	0.200	0.094	0	0.429	0.700
fliE	cheW	511145.b1937	511145.b1887	0.159	0	0.345	0	0.178	0	0	0.735	0.864
fliE	cheA	511145.b1937	511145.b1888	0.384	0	0.239	0	0.177	0	0	0.676	0.858
fliE	motB	511145.b1937	511145.b1889	0.159	0	0.681	0	0.154	0	0	0.892	0.972
fliE	motA	511145.b1937	511145.b1890	0.159	0	0.603	0	0.231	0	0	0.248	0.781
fliE	fliA	511145.b1937	511145.b1922	0.250	0	0.571	0	0.462	0	0	0.866	0.973
fliE	fliC	511145.b1937	511145.b1923	0.137	0	0.534	0	0.076	0	0	0.789	0.911
fliE	fliD	511145.b1937	511145.b1924	0.257	0	0.594	0	0.296	0	0	0.890	0.973
fliE	fliS	511145.b1937	511145.b1925	0.249	0	0.739	0	0.306	0	0	0.861	0.978
fliE	fliT	511145.b1937	511145.b1926	0	0	0.315	0	0.320	0	0	0.568	0.781
fliE	fliP	511145.b1937	511145.b1948	0.538	0	0.342	0	0.488	0	0	0.891	0.980
fliE	fliQ	511145.b1937	511145.b1949	0.536	0	0.435	0	0.300	0	0	0.912	0.981
fliE	fliO	511145.b1937	511145.b1947	0.534	0	0.667	0	0.556	0	0	0.832	0.986
fliE	fliJ	511145.b1937	511145.b1942	0.527	0	0.731	0	0.449	0	0	0.863	0.989
fliE	fliN	511145.b1937	511145.b1946	0.538	0	0.554	0	0.557	0	0	0.909	0.990
fliE	fliI	511145.b1937	511145.b1941	0.654	0	0.515	0	0.429	0	0	0.913	0.990
fliE	fliR	511145.b1937	511145.b1950	0.536	0	0.699	0	0.137	0	0	0.932	0.990
fliE	fliH	511145.b1937	511145.b1940	0.654	0	0.730	0	0.332	0	0	0.891	0.992
fliE	fliK	511145.b1937	511145.b1943	0.635	0	0.684	0	0.558	0	0	0.912	0.994
fliE	fliM	511145.b1937	511145.b1945	0.538	0	0.707	0	0.551	0	0	0.936	0.995
fliE	fliG	511145.b1937	511145.b1939	0.654	0	0.694	0	0.702	0.108	0	0.936	0.997
fliE	fliF	511145.b1937	511145.b1938	0.654	0	0.686	0	0.670	0	0	0.937	0.997
fliF	flgN	511145.b1938	511145.b1070	0	0	0.247	0	0.550	0	0	0.676	0.880
fliF	flgM	511145.b1938	511145.b1071	0.063	0	0.234	0	0.532	0	0	0.805	0.925
fliF	flgA	511145.b1938	511145.b1072	0.159	0	0.546	0	0.819	0	0	0.825	0.986
fliF	flgB	511145.b1938	511145.b1073	0.159	0	0.754	0	0.792	0	0	0.945	0.997
fliF	flgC	511145.b1938	511145.b1074	0.159	0	0.774	0	0.793	0	0	0.944	0.997
fliF	flgD	511145.b1938	511145.b1075	0.159	0	0.741	0	0.807	0	0	0.866	0.993
fliF	flgE	511145.b1938	511145.b1076	0.159	0	0.765	0	0.779	0	0	0.941	0.997
